newsDate,content
22/04/06,ＮＥＷＳ ＲＥＬＥＡＳＥ ２０２２年４月 ６日 京王電鉄株式会社（本社：東京都多摩市、取締役社長：紅村 康）では、 ツバメが巣作りをする春から初夏にかけて、駅の設置可能な箇所に、ツバメのフン受け板を設置します。 本施策は 認定特定非営利活動法人バードリサーチ協力のもと、２０１４年度から実施しています。近年里地里山の減少や巣作りに適した軒下がある日本家屋の減少などにより、ツバメが駅に巣を作ることが増えています。この施策は、ツバメのフンがお客さまや施設の床に落下し、ご迷惑をおかけしないこと、また、ツバメの住環境にも配慮した生物多様性施策の一環です。 フン受け板には ツバメが子育てをする時期に咲くムラサキハナナと可愛らしいツバメ 達、京王電鉄キャラクターけい太くんと京王線５０００系キャラクターのしんごくんが描かれています 。 また、ツバメの生息地を守るこの取り組みはＳＤＧｓ（持続可能な開発目標）の「１５．陸の 豊かさも守ろう」に貢献しているため、ＳＤＧｓのロゴマークが掲載されています。 詳細は下記のとおりです。 １．設置期間 ４月～７月ごろ（ツバメが巣を作る時期を中心に設置しています） ２．設置目的 （１）ツバメのフンがお客さまや施設の床に落下することを防止 （２）里地里山の減少、巣作りに適した軒下がある日本家屋の減少などによって駅にも巣を 作ることの多いツバメの住環境への配慮 ※駅の形状、巣の位置によってはフン受け板を設置できない場合があります。 ※フン受け板はフンの落下を完全に防ぐものではありません。 ≪昨年の様子（京王線 南大沢駅） ≫ 京王線・井の頭線 対象駅に設置 今年も駅のツバメの巣の下にフン受け板を設置します！ ～けい太くんとしんごくんがツバメの成長を見守ります～ ≪フン受け板デザイン ≫ 
