2023-11-11 00:00:00,0.8333
2023-11-10,-1.833
2023-11-09,1.0
2023-11-08,3.0
2023-11-07,1.3333
2023-11-06,4.6666
2023-11-05,3.6666
2023-11-04,3.8333
2023-11-03,5.5
2023-11-02,1.5
2023-11-01,0.3333
2023-10-31,3.6666
2023-10-30,-2.166
2023-10-29,-1.0
2023-10-28,-0.333
2023-10-27,-5.166
2023-10-26,-3.0
2023-10-25,0.0
2023-10-24,1.3333
2023-10-23,1.8333
2023-10-22,-1.333
2023-10-21,-2.833
2023-10-20,-1.0
2023-10-19,-2.5
2023-10-18,-2.833
2023-10-17,1.5
2023-10-16,1.3333
2023-10-15,0.6666
2023-10-14,-2.0
2023-10-13,0.0
2023-10-13,0.0
2023-10-12,-0.166
2023-10-11,0.6666
2023-10-10,0.1666
2023-10-09,0.0
2023-10-08,3.0
2023-10-07,0.8333
2023-10-06,5.6666
2023-10-05,6.1666
2023-10-04,6.0
2023-10-03,5.6666
2023-10-02,2.3333
2023-10-01,2.6666
2023-09-30,-0.166
2023-09-29,-5.166
2023-09-28,-1.166
2023-09-27,-4.833
2023-09-26,-5.166
2023-09-25,2.0
2023-09-24,2.1666
2023-09-23,2.8333
2023-09-22,4.1666
2023-09-21,1.1666
2023-09-20,-2.333
2023-09-19,-0.666
2023-09-18,-0.333
2023-09-17,2.8333
2023-09-16,3.0
2023-09-15,1.5
2023-09-14,-4.0
2023-09-13,0.1666
2023-09-12,0.1666
2023-09-11,1.6666
2023-09-10,0.1666
2023-09-09,3.4999
2023-09-08,4.6666
2023-09-07,2.8333
2023-09-06,3.5
2023-09-05,2.8333
2023-09-04,0.8333
2023-09-03,4.0
2023-09-02,2.8333
2023-09-01,2.1666
2023-08-31,3.0
2023-08-30,0.5
2023-08-29,-4.0
2023-08-28,-4.166
2023-08-27,-5.666
2023-08-26,-4.333
2023-08-25,0.0
2023-08-24,2.0
2023-08-23,2.8333
2023-08-22,2.8333
2023-08-21,-0.666
2023-08-20,-1.666
2023-08-19,0.1666
2023-08-18,-3.0
2023-08-17,1.8333
2023-08-16,2.1666
2023-08-15,0.5
2023-08-14,0.8333
2023-08-13,1.6666
2023-08-12,0.0
2023-08-11,2.1666
2023-08-10,0.1666
2023-08-09,4.3333
2023-08-08,4.1666
2023-08-07,0.0
2023-08-06,1.9999
2023-08-05,4.5
2023-08-04,3.8333
2023-08-03,5.6666
2023-08-02,1.5
2023-08-01,1.0
2023-07-31,0.0
2023-07-30,-4.833
2023-07-29,-5.666
2023-07-28,-3.166
2023-07-27,-5.833
2023-07-26,-5.833
2023-07-25,-0.666
2023-07-24,2.1666
2023-07-23,2.1666
2023-07-22,1.5
2023-07-21,1.1666
2023-07-20,-1.5
2023-07-19,-2.166
2023-07-18,-3.166
2023-07-17,-2.0
2023-07-16,0.6666
2023-07-15,0.1666
2023-07-14,-1.5
2023-07-13,1.0
2023-07-12,-2.166
2023-07-11,1.6666
2023-07-10,0.1666
2023-07-09,2.8333
2023-07-08,3.8333
2023-07-07,2.6666
2023-07-06,3.8333
2023-07-05,3.8333
2023-07-04,5.1666
2023-07-03,4.3333
2023-07-02,3.0
2023-07-01,3.1666
2023-06-30,-1.5
2023-06-29,-2.333
2023-06-28,-0.666
2023-06-27,-2.833
2023-06-26,-3.5
2023-06-25,0.8333
2023-06-24,0.0
2023-06-23,3.0
2023-06-22,1.6666
2023-06-21,-2.0
2023-06-20,-0.833
2023-06-19,-2.0
2023-06-18,1.9999
2023-06-17,3.0
2023-06-16,3.0
2023-06-15,0.1666
2023-06-14,-2.833
2023-06-13,0.8333
2023-06-12,-0.833
2023-06-11,0.3333
2023-06-10,-0.833
2023-06-09,1.6666
2023-06-08,3.6666
2023-06-07,1.0
2023-06-06,3.0
2023-06-05,3.6666
2023-06-04,2.8333
2023-06-03,5.6666
2023-06-02,3.0
2023-06-01,0.1666
2023-05-31,3.0
2023-05-30,1.1666
2023-05-29,-2.833
2023-05-28,-4.666
2023-05-27,-3.833
2023-05-26,-3.666
2023-05-25,-0.666
2023-05-24,-0.666
2023-05-23,2.8333
2023-05-22,0.6666
2023-05-21,-1.0
2023-05-20,-1.499
2023-05-19,-2.166
2023-05-18,-2.0
2023-05-17,3.0
2023-05-16,2.1666
2023-05-15,0.8333
2023-05-14,1.5
2023-05-13,0.8333
2023-05-12,0.0
2023-05-11,3.4999
2023-05-10,-0.5
2023-05-09,2.8333
2023-05-08,2.6666
2023-05-07,0.8333
2023-05-06,3.0
2023-05-05,3.8333
2023-05-04,5.6666
2023-05-03,5.5
2023-05-02,4.1666
2023-05-01,2.5
2023-04-30,-1.666
2023-04-29,-5.833
2023-04-28,-1.666
2023-04-27,-3.5
2023-04-26,-3.833
2023-04-25,0.6666
2023-04-24,3.5
2023-04-23,3.1666
2023-04-22,3.0
2023-04-21,0.8333
2023-04-20,-0.166
2023-04-19,-2.833
2023-04-18,-2.0
2023-04-17,2.1666
2023-04-16,0.8333
2023-04-15,2.3333
2023-04-14,-1.166
2023-04-13,0.1666
2023-04-12,-0.166
2023-04-11,4.3333
2023-04-10,0.6666
2023-04-09,2.3333
2023-04-08,3.9999
2023-04-07,0.6666
2023-04-06,5.5
2023-04-05,4.0
2023-04-04,5.6666
2023-04-03,3.1666
2023-04-02,0.1666
2023-04-01,2.3333
2023-03-31,3.0
2023-03-30,1.1666
2023-03-29,-6.5
2023-03-28,-2.5
2023-03-27,-2.0
2023-03-26,-3.499
2023-03-25,3.5
2023-03-24,-1.166
2023-03-23,2.8333
2023-03-22,2.8333
2023-03-21,-0.666
2023-03-20,-0.833
